city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Iron Junction,Iron Junction,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.4189,-92.6087,87,41,polygon,FALSE,TRUE,America/Chicago,3,55751,1840043817
Randall,Randall,MN,Minnesota,27097,Morrison,27097,Morrison,46.0887,-94.5007,623,120,polygon,FALSE,TRUE,America/Chicago,3,56475,1840043594
Clontarf,Clontarf,MN,Minnesota,27151,Swift,27151,Swift,45.377,-95.677,160,29,polygon,FALSE,TRUE,America/Chicago,3,56215 56226,1840042221
Finland,Finland,MN,Minnesota,27075,Lake,27075,Lake,47.435,-91.2682,189,13,polygon,FALSE,FALSE,America/Chicago,3,55603,1840117494
Barnesville,Barnesville,MN,Minnesota,27027,Clay,27027,Clay,46.6501,-96.4163,2583,482,polygon,FALSE,TRUE,America/Chicago,3,56514,1840042070
Perham,Perham,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.5988,-95.5745,3357,410,polygon,FALSE,TRUE,America/Chicago,3,56573,1840042840
Norwood Young America,Norwood Young America,MN,Minnesota,27019,Carver,27019,Carver,44.7721,-93.9192,3656,602,polygon,FALSE,TRUE,America/Chicago,3,55397 55368 55554,1840108288
Humboldt,Humboldt,MN,Minnesota,27069,Kittson,27069,Kittson,48.9215,-97.0948,42,145,polygon,FALSE,TRUE,America/Chicago,3,56731,1840042528
Wilder,Wilder,MN,Minnesota,27063,Jackson,27063,Jackson,43.828,-95.2058,59,28,polygon,FALSE,TRUE,America/Chicago,3,56101,1840043153
Squaw Lake,Squaw Lake,MN,Minnesota,27061,Itasca,27061,Itasca,47.6275,-94.1381,106,50,polygon,FALSE,TRUE,America/Chicago,3,56681,1840043708
Hinckley,Hinckley,MN,Minnesota,27115,Pine,27115,Pine,46.0122,-92.9256,1857,186,polygon,FALSE,TRUE,America/Chicago,3,55037,1840042511
Ulen,Ulen,MN,Minnesota,27027,Clay,27027,Clay,47.0781,-96.2581,544,197,polygon,FALSE,TRUE,America/Chicago,3,56585,1840043076
Elba,Elba,MN,Minnesota,27169,Winona,27169,Winona,44.0864,-92.0181,154,28,polygon,FALSE,TRUE,America/Chicago,3,55910,1840042326
Arlington,Arlington,MN,Minnesota,27143,Sibley,27143,Sibley,44.6083,-94.0766,2153,508,polygon,FALSE,TRUE,America/Chicago,3,55307,1840042050
Champlin,Champlin,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1702,-93.3903,25022,1185,polygon,FALSE,TRUE,America/Chicago,3,55316,1840042195
Circle Pines,Circle Pines,MN,Minnesota,27003,Anoka,27003,Anoka,45.1409,-93.1505,4978,1094,polygon,FALSE,TRUE,America/Chicago,3,55014,1840042206
Wanamingo,Wanamingo,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.3026,-92.7872,1079,291,polygon,FALSE,TRUE,America/Chicago,3,55983,1840043107
Jordan,Jordan,MN,Minnesota,27139,Scott,27139,Scott,44.6652,-93.6351,5954,756,polygon,FALSE,TRUE,America/Chicago,3,55352,1840042557
Winton,Winton,MN,Minnesota,27137,St. Louis,27137|27075,St. Louis|Lake,47.9284,-91.8004,168,507,polygon,FALSE,TRUE,America/Chicago,3,55731 55796,1840043896
Blue Earth,Blue Earth,MN,Minnesota,27043,Faribault,27043,Faribault,43.6404,-94.1004,3045,381,polygon,FALSE,TRUE,America/Chicago,3,56013,1840042125
Borup,Borup,MN,Minnesota,27107,Norman,27107,Norman,47.1803,-96.5058,107,162,polygon,FALSE,TRUE,America/Chicago,3,56519,1840042133
Garrison,Garrison,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.2992,-93.8263,212,78,polygon,FALSE,TRUE,America/Chicago,3,56450,1840042402
Hallock,Hallock,MN,Minnesota,27069,Kittson,27069,Kittson,48.766,-96.9427,908,164,polygon,FALSE,TRUE,America/Chicago,3,56728,1840042463
East Gull Lake,East Gull Lake,MN,Minnesota,27021,Cass,27021,Cass,46.3948,-94.3548,1022,50,polygon,FALSE,TRUE,America/Chicago,3,56401,1840042313
The Lakes,The Lakes,MN,Minnesota,27101,Murray,27101,Murray,44.136,-95.7084,679,7,polygon,FALSE,FALSE,America/Chicago,3,56123 56175 56172 56132,1840110574
Garfield,Garfield,MN,Minnesota,27041,Douglas,27041,Douglas,45.9387,-95.4942,352,168,polygon,FALSE,TRUE,America/Chicago,3,56332,1840042401
Bigelow,Bigelow,MN,Minnesota,27105,Nobles,27105,Nobles,43.5053,-95.6892,235,230,polygon,FALSE,TRUE,America/Chicago,3,56117,1840042113
Rochester,Rochester,MN,Minnesota,27109,Olmsted,27109,Olmsted,44.0151,-92.4778,116713,809,polygon,FALSE,TRUE,America/Chicago,2,55902 55901 55906 55904 55905,1840042911
Dundas,Dundas,MN,Minnesota,27131,Rice,27131,Rice,44.4277,-93.2039,1519,319,polygon,FALSE,TRUE,America/Chicago,3,55019,1840042303
Strandquist,Strandquist,MN,Minnesota,27089,Marshall,27089,Marshall,48.4894,-96.4479,68,100,polygon,FALSE,TRUE,America/Chicago,3,56758,1840043039
Dayton,Dayton,MN,Minnesota,27053,Hennepin,27053|27171,Hennepin|Wright,45.1906,-93.4758,5791,95,polygon,FALSE,TRUE,America/Chicago,3,55369 55327,1840042271
Alpha,Alpha,MN,Minnesota,27063,Jackson,27063,Jackson,43.6382,-94.8708,120,305,polygon,FALSE,TRUE,America/Chicago,3,56111,1840042034
Pease,Pease,MN,Minnesota,27095,Mille Lacs,27095,Mille Lacs,45.6995,-93.649,231,168,polygon,FALSE,TRUE,America/Chicago,3,56353 56363,1840042830
Bellingham,Bellingham,MN,Minnesota,27073,Lac qui Parle,27073,Lac qui Parle,45.1366,-96.2841,151,150,polygon,FALSE,TRUE,America/Chicago,3,56212,1840042095
Cannon Falls,Cannon Falls,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.5123,-92.9034,3911,351,polygon,FALSE,TRUE,America/Chicago,3,55009,1840042177
Okabena,Okabena,MN,Minnesota,27063,Jackson,27063,Jackson,43.7393,-95.3166,201,347,polygon,FALSE,TRUE,America/Chicago,3,56161,1840043682
Darwin,Darwin,MN,Minnesota,27093,Meeker,27093,Meeker,45.0968,-94.4136,353,67,polygon,FALSE,TRUE,America/Chicago,3,55324,1840042267
Lake Park,Lake Park,MN,Minnesota,27005,Becker,27005,Becker,46.884,-96.0988,801,318,polygon,FALSE,TRUE,America/Chicago,3,56554,1840042598
Louisburg,Louisburg,MN,Minnesota,27073,Lac qui Parle,27073,Lac qui Parle,45.1645,-96.1711,43,65,polygon,FALSE,TRUE,America/Chicago,3,56256,1840042653
New York Mills,New York Mills,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.5211,-95.3725,1224,355,polygon,FALSE,TRUE,America/Chicago,3,56567,1840042766
Ruthton,Ruthton,MN,Minnesota,27117,Pipestone,27117,Pipestone,44.1776,-96.1035,223,148,polygon,FALSE,TRUE,America/Chicago,3,56170,1840042943
Finlayson,Finlayson,MN,Minnesota,27115,Pine,27115,Pine,46.2051,-92.9248,304,42,polygon,FALSE,TRUE,America/Chicago,3,55735,1840042368
Lakeland Shores,Lakeland Shores,MN,Minnesota,27163,Washington,27163,Washington,44.9478,-92.7612,315,378,polygon,FALSE,TRUE,America/Chicago,3,55043,1840042604
Altura,Altura,MN,Minnesota,27169,Winona,27169,Winona,44.0642,-91.9436,480,62,polygon,FALSE,TRUE,America/Chicago,3,55969 55910,1840042035
Byron,Byron,MN,Minnesota,27109,Olmsted,27109,Olmsted,44.0379,-92.6411,5371,696,polygon,FALSE,TRUE,America/Chicago,3,55920,1840042169
North Mankato,North Mankato,MN,Minnesota,27103,Nicollet,27103,Nicollet,44.1814,-94.0386,13746,856,polygon,FALSE,TRUE,America/Chicago,3,56003,1840042780
Wayzata,Wayzata,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9707,-93.514,4586,573,polygon,FALSE,TRUE,America/Chicago,3,55391,1840043126
Bluffton,Bluffton,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.4696,-95.2337,212,30,polygon,FALSE,TRUE,America/Chicago,3,56518 56482,1840042127
Sartell,Sartell,MN,Minnesota,27145,Stearns,27145|27009,Stearns|Benton,45.6186,-94.2205,17752,686,polygon,FALSE,TRUE,America/Chicago,3,56377,1840042981
St. Augusta,St. Augusta,MN,Minnesota,27145,Stearns,27145,Stearns,45.4497,-94.1996,3686,47,polygon,FALSE,TRUE,America/Chicago,3,55320 56301 56397 56398,1840042951
Cold Spring,Cold Spring,MN,Minnesota,27145,Stearns,27145,Stearns,45.457,-94.43,4412,593,polygon,FALSE,TRUE,America/Chicago,3,56320,1840042228
Eagle Bend,Eagle Bend,MN,Minnesota,27153,Todd,27153,Todd,46.1643,-95.0341,523,149,polygon,FALSE,TRUE,America/Chicago,3,56446,1840042309
Taylors Falls,Taylors Falls,MN,Minnesota,27025,Chisago,27025,Chisago,45.4121,-92.6644,1018,99,polygon,FALSE,TRUE,America/Chicago,3,55084,1840043057
New Prague,New Prague,MN,Minnesota,27079,Le Sueur,27079|27139,Le Sueur|Scott,44.5459,-93.5759,8376,788,polygon,FALSE,TRUE,America/Chicago,3,56071,1840042761
Shorewood,Shorewood,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9131,-93.5796,7978,576,polygon,FALSE,TRUE,America/Chicago,3,55331 55364 55391 55392,1840043001
Keewatin,Keewatin,MN,Minnesota,27061,Itasca,27061,Itasca,47.4006,-93.0828,1026,161,polygon,FALSE,TRUE,America/Chicago,3,55769 55746 55753,1840042563
Bellechester,Bellechester,MN,Minnesota,27049,Goodhue,27049|27157,Goodhue|Wabasha,44.371,-92.5113,173,211,polygon,FALSE,TRUE,America/Chicago,3,55027,1840042094
Elmore,Elmore,MN,Minnesota,27043,Faribault,27043,Faribault,43.5069,-94.0888,624,264,polygon,FALSE,TRUE,America/Chicago,3,56027,1840042337
Rosemount,Rosemount,MN,Minnesota,27037,Dakota,27037,Dakota,44.7465,-93.0662,24344,282,polygon,FALSE,TRUE,America/Chicago,3,55068,1840042925
Albany,Albany,MN,Minnesota,27145,Stearns,27145,Stearns,45.6284,-94.5674,2698,477,polygon,FALSE,TRUE,America/Chicago,3,56307,1840042022
Grant,Grant,MN,Minnesota,27163,Washington,27163,Washington,45.0825,-92.909,4149,63,polygon,FALSE,TRUE,America/Chicago,3,55115 55082,1840108293
West Union,West Union,MN,Minnesota,27153,Todd,27153,Todd,45.7982,-95.0885,124,112,polygon,FALSE,TRUE,America/Chicago,3,56389 56360,1840043141
Hollandale,Hollandale,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.7598,-93.2043,300,262,polygon,FALSE,TRUE,America/Chicago,3,56045,1840042517
Chokio,Chokio,MN,Minnesota,27149,Stevens,27149,Stevens,45.5731,-96.1747,377,336,polygon,FALSE,TRUE,America/Chicago,3,56221,1840042204
Monticello,Monticello,MN,Minnesota,27171,Wright,27171,Wright,45.298,-93.7984,27215,599,polygon,FALSE,TRUE,America/Chicago,3,55362,1840042733
Stacy,Stacy,MN,Minnesota,27025,Chisago,27025,Chisago,45.3841,-92.9938,1507,180,polygon,FALSE,TRUE,America/Chicago,3,55079 55092 55078,1840043026
Wrenshall,Wrenshall,MN,Minnesota,27017,Carlton,27017,Carlton,46.6217,-92.384,410,106,polygon,FALSE,TRUE,America/Chicago,3,55797,1840043177
Pelican Rapids,Pelican Rapids,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.57,-96.086,2466,379,polygon,FALSE,TRUE,America/Chicago,3,56572,1840042832
La Prairie,La Prairie,MN,Minnesota,27061,Itasca,27061,Itasca,47.2302,-93.4913,660,154,polygon,FALSE,TRUE,America/Chicago,3,55744,1840043660
Albertville,Albertville,MN,Minnesota,27171,Wright,27171,Wright,45.2364,-93.6618,7403,646,polygon,FALSE,TRUE,America/Chicago,3,55301,1840042025
Hastings,Hastings,MN,Minnesota,27037,Dakota,27037,Dakota,44.7318,-92.8538,22882,852,polygon,FALSE,TRUE,America/Chicago,3,55033,1840042479
Brandon,Brandon,MN,Minnesota,27041,Douglas,27041,Douglas,45.9663,-95.5944,484,385,polygon,FALSE,TRUE,America/Chicago,3,56315,1840042139
East Bethel,East Bethel,MN,Minnesota,27003,Anoka,27003,Anoka,45.3557,-93.2038,11928,103,polygon,FALSE,TRUE,America/Chicago,3,55092 55011 55005,1840043634
Minnesota City,Minnesota City,MN,Minnesota,27169,Winona,27169,Winona,44.0923,-91.75,196,304,polygon,FALSE,TRUE,America/Chicago,3,55959,1840042724
Heidelberg,Heidelberg,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.4931,-93.6265,125,91,polygon,FALSE,TRUE,America/Chicago,3,56071,1840042493
Gaylord,Gaylord,MN,Minnesota,27143,Sibley,27143,Sibley,44.5555,-94.2123,2223,504,polygon,FALSE,TRUE,America/Chicago,3,55334,1840042406
St. Martin,St. Martin,MN,Minnesota,27145,Stearns,27145,Stearns,45.5028,-94.6677,340,149,polygon,FALSE,TRUE,America/Chicago,3,56362 56376,1840042963
Elrosa,Elrosa,MN,Minnesota,27145,Stearns,27145,Stearns,45.5627,-94.9474,222,562,polygon,FALSE,TRUE,America/Chicago,3,56325,1840042338
Ronneby,Ronneby,MN,Minnesota,27009,Benton,27009,Benton,45.6853,-93.8601,28,11,polygon,FALSE,FALSE,America/Chicago,3,56329,1840117505
Mountain Lake,Mountain Lake,MN,Minnesota,27033,Cottonwood,27033,Cottonwood,43.9414,-94.9272,2061,527,polygon,FALSE,TRUE,America/Chicago,3,56159,1840042746
Vesta,Vesta,MN,Minnesota,27127,Redwood,27127,Redwood,44.5066,-95.414,300,290,polygon,FALSE,TRUE,America/Chicago,3,56292,1840043090
Browerville,Browerville,MN,Minnesota,27153,Todd,27153,Todd,46.0807,-94.8646,755,274,polygon,FALSE,TRUE,America/Chicago,3,56438,1840042152
Savage,Savage,MN,Minnesota,27139,Scott,27139,Scott,44.7544,-93.3631,31352,776,polygon,FALSE,TRUE,America/Chicago,3,55378,1840042984
Foley,Foley,MN,Minnesota,27009,Benton,27009,Benton,45.6636,-93.9095,2634,397,polygon,FALSE,TRUE,America/Chicago,3,56329,1840042375
Mahnomen,Mahnomen,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.3146,-95.9673,1259,464,polygon,FALSE,TRUE,America/Chicago,3,56557,1840042666
Ball Club,Ball Club,MN,Minnesota,27061,Itasca,27061,Itasca,47.3311,-93.946,246,34,polygon,FALSE,FALSE,America/Chicago,3,56636,1840117620
Detroit Lakes,Detroit Lakes,MN,Minnesota,27005,Becker,27005,Becker,46.806,-95.8449,8575,320,polygon,FALSE,TRUE,America/Chicago,3,56501 56502,1840042287
Rock Creek,Rock Creek,MN,Minnesota,27115,Pine,27115,Pine,45.7604,-92.9088,1620,14,polygon,FALSE,TRUE,America/Chicago,3,55063 55069 55067,1840042912
Trosky,Trosky,MN,Minnesota,27117,Pipestone,27117,Pipestone,43.8884,-96.2509,79,21,polygon,FALSE,TRUE,America/Chicago,3,56177 56128 56164 56144,1840043071
Clinton,Clinton,MN,Minnesota,27011,Big Stone,27011,Big Stone,45.4632,-96.4415,418,168,polygon,FALSE,TRUE,America/Chicago,3,56225,1840042218
Greenfield,Greenfield,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0997,-93.6884,2992,56,polygon,FALSE,TRUE,America/Chicago,3,55373 55357,1840108034
Carlton,Carlton,MN,Minnesota,27017,Carlton,27017,Carlton,46.6635,-92.407,1031,104,polygon,FALSE,TRUE,America/Chicago,3,55718 55733,1840042182
Mountain Iron,Mountain Iron,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5473,-92.6252,2863,16,polygon,FALSE,TRUE,America/Chicago,3,55768,1840043845
Boyd,Boyd,MN,Minnesota,27073,Lac qui Parle,27073,Lac qui Parle,44.8512,-95.9008,159,120,polygon,FALSE,TRUE,America/Chicago,3,56218,1840042135
Frost,Frost,MN,Minnesota,27043,Faribault,27043,Faribault,43.5846,-93.9248,185,165,polygon,FALSE,TRUE,America/Chicago,3,56033,1840042399
Hendrum,Hendrum,MN,Minnesota,27107,Norman,27107,Norman,47.2641,-96.8104,292,347,polygon,FALSE,TRUE,America/Chicago,3,56550,1840042496
Zumbro Falls,Zumbro Falls,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.2849,-92.4265,242,170,polygon,FALSE,TRUE,America/Chicago,3,55991,1840043184
New Germany,New Germany,MN,Minnesota,27019,Carver,27019,Carver,44.8861,-93.9731,408,158,polygon,FALSE,TRUE,America/Chicago,3,55367,1840042757
Blackduck,Blackduck,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.7263,-94.548,770,185,polygon,FALSE,TRUE,America/Chicago,3,56630 56647,1840043613
Riverton,Riverton,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.4584,-94.0488,114,54,polygon,FALSE,TRUE,America/Chicago,3,56455,1840042907
Willow River,Willow River,MN,Minnesota,27115,Pine,27115,Pine,46.3204,-92.835,399,90,polygon,FALSE,TRUE,America/Chicago,3,55795,1840043157
Holdingford,Holdingford,MN,Minnesota,27145,Stearns,27145,Stearns,45.7298,-94.4717,712,326,polygon,FALSE,TRUE,America/Chicago,3,56340,1840042515
Winthrop,Winthrop,MN,Minnesota,27143,Sibley,27143,Sibley,44.5427,-94.361,1354,443,polygon,FALSE,TRUE,America/Chicago,3,55396,1840043166
Janesville,Janesville,MN,Minnesota,27161,Waseca,27161,Waseca,44.1214,-93.7107,2259,498,polygon,FALSE,TRUE,America/Chicago,3,56048,1840042549
Park Rapids,Park Rapids,MN,Minnesota,27057,Hubbard,27057,Hubbard,46.917,-95.0596,3683,223,polygon,FALSE,TRUE,America/Chicago,3,56470,1840042827
Graceville,Graceville,MN,Minnesota,27011,Big Stone,27011,Big Stone,45.5686,-96.4372,552,367,polygon,FALSE,TRUE,America/Chicago,3,56240,1840042433
Granada,Granada,MN,Minnesota,27091,Martin,27091,Martin,43.6933,-94.3495,286,189,polygon,FALSE,TRUE,America/Chicago,3,56039,1840042435
Lonsdale,Lonsdale,MN,Minnesota,27131,Rice,27131,Rice,44.4776,-93.422,3766,584,polygon,FALSE,TRUE,America/Chicago,3,55046,1840042651
Hayward,Hayward,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.6499,-93.246,244,154,polygon,FALSE,TRUE,America/Chicago,3,56043,1840042488
Vadnais Heights,Vadnais Heights,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.057,-93.0747,13561,749,polygon,FALSE,TRUE,America/Chicago,3,55127 55110,1840043082
Medina,Medina,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0326,-93.5834,6460,97,polygon,FALSE,TRUE,America/Chicago,3,55340 55356 55359,1840108148
Medicine Lake,Medicine Lake,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.998,-93.4195,375,839,polygon,FALSE,TRUE,America/Chicago,3,55441,1840042703
Kettle River,Kettle River,MN,Minnesota,27017,Carlton,27017,Carlton,46.4862,-92.8775,175,174,polygon,FALSE,TRUE,America/Chicago,3,55757,1840042572
Fisher,Fisher,MN,Minnesota,27119,Polk,27119,Polk,47.7993,-96.7995,424,384,polygon,FALSE,TRUE,America/Chicago,3,56723,1840042369
Hanover,Hanover,MN,Minnesota,27171,Wright,27171|27053,Wright|Hennepin,45.158,-93.6631,3456,244,polygon,FALSE,TRUE,America/Chicago,3,55341,1840042471
Heron Lake,Heron Lake,MN,Minnesota,27063,Jackson,27063,Jackson,43.7981,-95.3197,656,203,polygon,FALSE,TRUE,America/Chicago,3,56137,1840042501
Hokah,Hokah,MN,Minnesota,27055,Houston,27055,Houston,43.7598,-91.3501,553,305,polygon,FALSE,TRUE,America/Chicago,3,55941,1840042514
Watertown,Watertown,MN,Minnesota,27019,Carver,27019,Carver,44.9603,-93.8431,4365,644,polygon,FALSE,TRUE,America/Chicago,3,55388,1840043118
Lafayette,Lafayette,MN,Minnesota,27103,Nicollet,27103,Nicollet,44.4471,-94.3927,492,151,polygon,FALSE,TRUE,America/Chicago,3,56054,1840042588
Twin Valley,Twin Valley,MN,Minnesota,27107,Norman,27107,Norman,47.2589,-96.2592,783,353,polygon,FALSE,TRUE,America/Chicago,3,56584,1840043074
Hampton,Hampton,MN,Minnesota,27037,Dakota,27037,Dakota,44.6085,-93.0025,696,218,polygon,FALSE,TRUE,America/Chicago,3,55031,1840042468
Kasota,Kasota,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.2916,-93.969,662,210,polygon,FALSE,TRUE,America/Chicago,3,56050 56082,1840042561
Inver Grove Heights,Inver Grove Heights,MN,Minnesota,27037,Dakota,27037,Dakota,44.8247,-93.0596,35392,490,polygon,FALSE,TRUE,America/Chicago,3,55077 55076,1840042536
Hitterdal,Hitterdal,MN,Minnesota,27027,Clay,27027,Clay,46.9778,-96.2584,210,94,polygon,FALSE,TRUE,America/Chicago,3,56552,1840042512
Denham,Denham,MN,Minnesota,27115,Pine,27115,Pine,46.3617,-92.9415,34,9,polygon,FALSE,TRUE,America/Chicago,3,55783 55795,1840042284
Newfolden,Newfolden,MN,Minnesota,27089,Marshall,27089,Marshall,48.3568,-96.3298,367,139,polygon,FALSE,TRUE,America/Chicago,3,56738,1840042768
Afton,Afton,MN,Minnesota,27163,Washington,27163,Washington,44.9042,-92.8173,3010,46,polygon,FALSE,TRUE,America/Chicago,3,55001,1840042020
Ironton,Ironton,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.4817,-93.9977,561,149,polygon,FALSE,TRUE,America/Chicago,3,56441 56455,1840042538
Thief River Falls,Thief River Falls,MN,Minnesota,27113,Pennington,27113,Pennington,48.1112,-96.1771,9156,603,polygon,FALSE,TRUE,America/Chicago,3,56701,1840043062
Proctor,Proctor,MN,Minnesota,27137,St. Louis,27137,St. Louis,46.7416,-92.2277,3058,361,polygon,FALSE,TRUE,America/Chicago,3,55810,1840043859
Sabin,Sabin,MN,Minnesota,27027,Clay,27027,Clay,46.7814,-96.6542,552,463,polygon,FALSE,TRUE,America/Chicago,3,56580,1840042945
Alden,Alden,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.6695,-93.5735,641,256,polygon,FALSE,TRUE,America/Chicago,3,56009,1840042027
Roscoe,Roscoe,MN,Minnesota,27145,Stearns,27145,Stearns,45.4324,-94.6365,108,65,polygon,FALSE,TRUE,America/Chicago,3,56371 56362,1840042920
Brooklyn Park,Brooklyn Park,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1112,-93.3505,80581,1193,polygon,FALSE,TRUE,America/Chicago,3,55444 55429 55428 55443 55445,1840042149
Edina,Edina,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.8914,-93.3602,51958,1298,polygon,FALSE,TRUE,America/Chicago,3,55424 55436 55435 55439 55410,1840042323
Long Prairie,Long Prairie,MN,Minnesota,27153,Todd,27153,Todd,45.9775,-94.8629,3226,468,polygon,FALSE,TRUE,America/Chicago,3,56347,1840042650
Dovray,Dovray,MN,Minnesota,27101,Murray,27101,Murray,44.0545,-95.5477,52,80,polygon,FALSE,TRUE,America/Chicago,3,56125,1840042298
Big Falls,Big Falls,MN,Minnesota,27071,Koochiching,27071,Koochiching,48.1794,-93.8092,219,13,polygon,FALSE,TRUE,America/Chicago,3,56627,1840042109
Richmond,Richmond,MN,Minnesota,27145,Stearns,27145,Stearns,45.4556,-94.5153,1442,530,polygon,FALSE,TRUE,America/Chicago,3,56368,1840042901
Nicollet,Nicollet,MN,Minnesota,27103,Nicollet,27103,Nicollet,44.2746,-94.1885,1139,465,polygon,FALSE,TRUE,America/Chicago,3,56074,1840042772
Madelia,Madelia,MN,Minnesota,27165,Watonwan,27165,Watonwan,44.0482,-94.4198,2239,568,polygon,FALSE,TRUE,America/Chicago,3,56062,1840042661
Foreston,Foreston,MN,Minnesota,27095,Mille Lacs,27095,Mille Lacs,45.7321,-93.7095,520,140,polygon,FALSE,TRUE,America/Chicago,3,56330,1840042379
Pine Springs,Pine Springs,MN,Minnesota,27163,Washington,27163,Washington,45.0368,-92.9543,396,198,polygon,FALSE,TRUE,America/Chicago,3,55128 55115,1840042855
Underwood,Underwood,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.287,-95.8721,357,241,polygon,FALSE,TRUE,America/Chicago,3,56586,1840043077
Ramsey,Ramsey,MN,Minnesota,27003,Anoka,27003,Anoka,45.2617,-93.4494,26587,355,polygon,FALSE,TRUE,America/Chicago,3,55303,1840043733
Ghent,Ghent,MN,Minnesota,27083,Lyon,27083,Lyon,44.5116,-95.8926,369,455,polygon,FALSE,TRUE,America/Chicago,3,56239,1840042414
Litchfield,Litchfield,MN,Minnesota,27093,Meeker,27093,Meeker,45.1221,-94.5255,6529,577,polygon,FALSE,TRUE,America/Chicago,3,55355,1840042637
Coates,Coates,MN,Minnesota,27037,Dakota,27037,Dakota,44.716,-93.0323,159,44,polygon,FALSE,TRUE,America/Chicago,3,55068,1840042225
Spicer,Spicer,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.2329,-94.9401,1200,391,polygon,FALSE,TRUE,America/Chicago,3,56288,1840043017
Brooten,Brooten,MN,Minnesota,27145,Stearns,27145,Stearns,45.5003,-95.1162,745,187,polygon,FALSE,TRUE,America/Chicago,3,56316,1840042151
Two Harbors,Two Harbors,MN,Minnesota,27075,Lake,27075,Lake,47.03,-91.675,3370,414,polygon,FALSE,TRUE,America/Chicago,3,55616,1840043719
Osage,Osage,MN,Minnesota,27005,Becker,27005,Becker,46.9283,-95.2586,325,46,polygon,FALSE,FALSE,America/Chicago,3,56570,1840117504
Delano,Delano,MN,Minnesota,27171,Wright,27171,Wright,45.038,-93.7923,5827,568,polygon,FALSE,TRUE,America/Chicago,3,55328,1840042279
Crosby,Crosby,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.4892,-93.9573,3416,306,polygon,FALSE,TRUE,America/Chicago,3,56441,1840042252
Kelliher,Kelliher,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.9438,-94.4446,268,47,polygon,FALSE,TRUE,America/Chicago,3,56650,1840043659
Mendota Heights,Mendota Heights,MN,Minnesota,27037,Dakota,27037,Dakota,44.8815,-93.14,11343,481,polygon,FALSE,TRUE,America/Chicago,3,55120 55118 55150,1840042709
Lake City,Lake City,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.4453,-92.2796,5149,440,polygon,FALSE,TRUE,America/Chicago,3,55041,1840042592
Pine River,Pine River,MN,Minnesota,27021,Cass,27021,Cass,46.7225,-94.3975,928,296,polygon,FALSE,TRUE,America/Chicago,3,56474,1840042854
Trail,Trail,MN,Minnesota,27119,Polk,27119,Polk,47.7833,-95.6981,46,17,polygon,FALSE,TRUE,America/Chicago,3,56684,1840043068
Lake Lillian,Lake Lillian,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,44.9458,-94.88,235,200,polygon,FALSE,TRUE,America/Chicago,3,56253,1840042631
Farwell,Farwell,MN,Minnesota,27121,Pope,27121,Pope,45.7524,-95.6189,51,76,polygon,FALSE,TRUE,America/Chicago,3,56327,1840042361
Bena,Bena,MN,Minnesota,27021,Cass,27021,Cass,47.3404,-94.206,121,92,polygon,FALSE,TRUE,America/Chicago,3,56626,1840043606
Blaine,Blaine,MN,Minnesota,27003,Anoka,27003,Anoka,45.1696,-93.2078,64557,757,polygon,FALSE,TRUE,America/Chicago,3,55014 55434 55449,1840042118
Hadley,Hadley,MN,Minnesota,27101,Murray,27101,Murray,43.9987,-95.8575,57,77,polygon,FALSE,TRUE,America/Chicago,3,56151,1840042461
